0,1
0,3
0,8
0,10
0,13
0,18
0,23
0,26
0,33
0,34
0,50
0,62
0,94
0,100
0,108
0,109
0,112
0,114
0,128
0,195
0,202
0,203
0,209
0,222
0,223
0,240
0,253
0,281
0,283
0,284
0,287
0,301
0,323
0,357
0,369
0,394
0,396
0,399
0,400
0,426
0,487
0,504
0,527
0,543
0,564
0,630
0,638
0,661
0,680
0,681
0,689
0,740
0,746
0,747
0,755
0,777
0,808
0,836
0,852
0,864
0,872
0,873
0,913
0,917
0,933
0,972
0,1214
0,1245
0,1437
0,1475
0,1505
0,1549
0,1562
0,2450
0,2970
0,2972
0,3063
0,3947
0,4031
0,4103
0,4574
0,5523
0,6184
0,6590
0,6794
0,7621
0,8646
0,10790
0,12063
0,12923
0,14161
0,19400
0,24589
0,37886
0,51998
0,59664
0,109565
0,121409
0,170815
0,182137
1,0
1,1
1,3
1,8
1,10
1,13
1,18
1,23
1,26
1,33
1,34
1,50
1,62
1,94
1,100
1,108
1,109
1,112
1,114
1,128
1,195
1,202
1,203
1,209
1,222
1,223
1,240
1,253
1,281
1,283
1,284
1,287
1,301
1,323
1,357
1,369
1,394
1,396
1,399
1,400
1,426
1,487
1,504
1,527
1,543
1,564
1,630
1,638
1,661
1,680
1,681
1,689
1,740
1,746
1,747
1,755
1,777
1,808
1,836
1,852
1,864
1,872
1,873
1,913
1,917
1,933
1,972
1,1214
1,1245
1,1437
1,1475
1,1505
1,1549
1,1562
1,2450
1,2970
1,2972
1,3063
1,3947
1,4031
1,4103
1,4574
1,5523
1,6184
1,6590
1,6794
1,7621
1,8646
1,10790
1,12063
1,12923
1,14161
1,19400
1,24589
1,37886
1,51998
1,59664
1,109565
1,121409
1,170815
1,182137
3,0
3,1
3,3
3,8
3,10
3,13
3,18
3,23
3,26
3,33
3,34
3,50
3,62
3,94
3,100
3,108
3,109
3,112
3,114
3,128
3,195
3,202
3,203
3,209
3,222
3,223
3,240
3,253
3,281
3,283
3,284
3,287
3,301
3,323
3,357
3,369
3,394
3,396
3,399
3,400
3,426
3,487
3,504
3,527
3,543
3,564
3,630
3,638
3,661
3,680
3,681
3,689
3,740
3,746
3,747
3,755
3,777
3,808
3,836
3,852
3,864
3,872
3,873
3,913
3,917
3,933
3,972
3,1214
3,1245
3,1437
3,1475
3,1505
3,1549
3,1562
3,2450
3,2970
3,2972
3,3063
3,3947
3,4031
3,4103
3,4574
3,5523
3,6184
3,6590
3,6794
3,7621
3,8646
3,10790
3,12063
3,12923
3,14161
3,19400
3,24589
3,37886
3,51998
3,59664
3,109565
3,121409
3,170815
3,182137
8,0
8,1
8,3
8,8
8,10
8,13
8,18
8,23
8,26
8,33
8,34
8,50
8,62
8,94
8,100
8,108
8,109
8,112
8,114
8,128
8,195
8,202
8,203
8,209
8,222
8,223
8,240
8,253
8,281
8,283
8,284
8,287
8,301
8,323
8,357
8,369
8,394
8,396
8,399
8,400
8,426
8,487
8,504
8,527
8,543
8,564
8,630
8,638
8,661
8,680
8,681
8,689
8,740
8,746
8,747
8,755
8,777
8,808
8,836
8,852
8,864
8,872
8,873
8,913
8,917
8,933
8,972
8,1214
8,1245
8,1437
8,1475
8,1505
8,1549
8,1562
8,2450
8,2970
8,2972
8,3063
8,3947
8,4031
8,4103
8,4574
8,5523
8,6184
8,6590
8,6794
8,7621
8,8646
8,10790
8,12063
8,12923
8,14161
8,19400
8,24589
8,37886
8,51998
8,59664
8,109565
8,121409
8,170815
8,182137
10,0
10,1
10,3
10,8
10,10
10,13
10,18
10,23
10,26
10,33
10,34
10,50
10,62
10,94
10,100
10,108
10,109
10,112
10,114
10,128
10,195
10,202
10,203
10,209
10,222
10,223
10,240
10,253
10,281
10,283
10,284
10,287
10,301
10,323
10,357
10,369
10,394
10,396
10,399
10,400
10,426
10,487
10,504
10,527
10,543
10,564
10,630
10,638
10,661
10,680
10,681
10,689
10,740
10,746
10,747
10,755
10,777
10,808
10,836
10,852
10,864
10,872
10,873
10,913
10,917
10,933
10,972
10,1214
10,1245
10,1437
10,1475
10,1505
10,1549
10,1562
10,2450
10,2970
10,2972
10,3063
10,3947
10,4031
10,4103
10,4574
10,5523
10,6184
10,6590
10,6794
10,7621
10,8646
10,10790
10,12063
10,12923
10,14161
10,19400
10,24589
10,37886
10,51998
10,59664
10,109565
10,121409
10,170815
10,182137
13,0
13,1
13,3
13,8
13,10
13,13
13,18
13,23
13,26
13,33
13,34
13,50
13,62
13,94
13,100
13,108
13,109
13,112
13,114
13,128
13,195
13,202
13,203
13,209
13,222
13,223
13,240
13,253
13,281
13,283
13,284
13,287
13,301
13,323
13,357
13,369
13,394
13,396
13,399
13,400
13,426
13,487
13,504
13,527
13,543
13,564
13,630
13,638
13,661
13,680
13,681
13,689
13,740
13,746
13,747
13,755
13,777
13,808
13,836
13,852
13,864
13,872
13,873
13,913
13,917
13,933
13,972
13,1214
13,1245
13,1437
13,1475
13,1505
13,1549
13,1562
13,2450
13,2970
13,2972
13,3063
13,3947
13,4031
13,4103
13,4574
13,5523
13,6184
13,6590
13,6794
13,7621
13,8646
13,10790
13,12063
13,12923
13,14161
13,19400
13,24589
13,37886
13,51998
13,59664
13,109565
13,121409
13,170815
13,182137
18,0
18,1
18,3
18,8
18,10
18,13
18,18
18,23
18,26
18,33
18,34
18,50
18,62
18,94
18,100
18,108
18,109
18,112
18,114
18,128
18,195
18,202
18,203
18,209
18,222
18,223
18,240
18,253
18,281
18,283
18,284
18,287
18,301
18,323
18,357
18,369
18,394
